EEID,Workday ID,Title,Contract Type,Employment Type,Gender,Status,Termination Type,Job Level,Department,Location,Hire Source,Hire Date,Termination Date,Date of Last Promotion,Prior Job Level,Date of Last Job Change,Parental Leave Start,Parental Leave End,Secondary Carer Parental Leave Start,Secondary Carer Parental Leave End
611,W100610,Director of Sales,Permanent,Full Time,Female,Terminated,Voluntary,9,Sales,Chicago,Internal Transfer,2014-06-27,2017-04-09,2019-12-15,8,2019-12-15,,,,
612,W100611,Sales Manager,Contractor,Full Time,Female,Active,,7,Product,Boston,Recruiter,2019-12-26,,,6,2019-12-26,,,,
613,W100612,SVP of Engineering,Permanent,Full Time,Male,Active,,12,Product,Remote,Recruiter,2021-10-02,,,11,2021-10-02,,,,
614,W100613,COO,Permanent,Full Time,Female,Active,,13,HR,Remote,Internal Transfer,2013-01-15,,,,2013-01-15,,,,
615,W100614,Software Engineer,Contractor,Part Time,Female,Active,,4,IT,Boston,Campus Recruiting,2015-03-11,,,,2015-03-11,,,,
616,W100615,Software Engineer,Contractor,Full Time,Female,Active,,4,Finance,Boston,Referral,2011-03-28,,2016-03-01,3,2016-03-01,,,,
617,W100616,Data Scientist,Contractor,Part Time,Male,Active,,6,Finance,Boston,Internal Transfer,2010-12-27,,2020-10-19,5,2020-10-19,,,,
618,W100617,CIO,Permanent,Full Time,Female,Active,,13,Operations,Chicago,Referral,2024-06-12,,,12,2024-06-12,,,,
619,W100618,CMO,Permanent,Full Time,Male,Active,,13,Product,Remote,Recruiter,2023-06-24,,,,2023-06-24,,,,
620,W100619,CFO,Permanent,Full Time,Male,Active,,13,Operations,Remote,Referral,2010-05-03,,2018-05-01,12,2018-05-01,,,2021-11-06,2021-12-18
621,W100620,Director of Marketing,Permanent,Full Time,Female,Active,,9,Operations,Austin,Recruiter,2011-06-22,,,,2011-06-22,,,,
622,W100621,Director of Sales,Permanent,Full Time,Female,Active,,9,Marketing,San Francisco,Job Board,2019-09-27,,,,2019-09-27,,,,
623,W100622,CEO,Permanent,Full Time,Male,Active,,14,Finance,Chicago,Internal Transfer,2019-08-07,,,13,2024-07-20,,,,
624,W100623,Senior UX Designer,Permanent,Part Time,Female,Terminated,Involuntary,7,Marketing,San Francisco,Referral,2017-01-25,2024-11-10,2023-07-08,6,2023-07-08,2021-09-19,2021-10-31,,
625,W100624,Sales Manager,Permanent,Full Time,Female,Active,,7,Finance,Boston,Referral,2012-05-08,,,,2012-05-08,,,,
626,W100625,Vice President of Engineering,Permanent,Full Time,Male,Active,,11,Marketing,Austin,Internal Transfer,2015-09-25,,,,2024-07-05,,,,
627,W100626,COO,Permanent,Full Time,Female,Active,,13,HR,New York,Internal Transfer,2013-09-27,,,,2013-09-27,,,,
628,W100627,Director of Sales,Permanent,Full Time,Female,Active,,9,Finance,Austin,Campus Recruiting,2016-09-17,,2020-08-23,8,2020-08-23,,,,
629,W100628,Vice President of Engineering,Permanent,Full Time,Male,Active,,11,Product,Chicago,Referral,2018-07-20,,,,2024-08-31,,,,
630,W100629,Marketing Specialist,Contractor,Full Time,Male,Active,,4,Finance,New York,Recruiter,2023-01-01,,,3,2024-06-05,,,,
631,W100630,Data Scientist,Permanent,Full Time,Female,Active,,6,Product,Remote,Campus Recruiting,2010-09-22,,2021-09-23,5,2021-09-23,,,,
632,W100631,COO,Permanent,Full Time,Male,Active,,13,Marketing,San Francisco,Campus Recruiting,2020-03-11,,,12,2023-09-08,,,,
633,W100632,SVP of Engineering,Permanent,Full Time,Female,Active,,12,Product,Chicago,Campus Recruiting,2024-10-26,,,,2024-10-26,,,,
634,W100633,SVP of Marketing,Permanent,Full Time,Male,Terminated,Voluntary,12,Finance,San Francisco,Internal Transfer,2019-11-28,2024-03-15,,,2019-11-28,,,,
635,W100634,SVP of Engineering,Permanent,Full Time,Female,Active,,12,Finance,San Francisco,Internal Transfer,2010-02-13,,,,2023-08-20,,,,
636,W100635,Product Manager,Contractor,Part Time,Female,Active,,7,IT,Remote,Referral,2022-02-15,,,6,2022-02-15,,,,
637,W100636,CIO,Permanent,Full Time,Male,Active,,13,IT,Boston,Internal Transfer,2015-02-06,,2015-06-04,12,2015-06-04,,,,
638,W100637,Vice President of Marketing,Permanent,Full Time,Female,Active,,11,Marketing,Austin,Recruiter,2011-05-04,,2021-08-17,10,2021-08-17,,,,
639,W100638,CTO,Permanent,Full Time,Female,Active,,13,HR,Chicago,Referral,2021-03-26,,,12,2021-03-26,,,,
640,W100639,COO,Permanent,Full Time,Male,Active,,13,HR,Austin,Internal Transfer,2017-08-05,,,12,2017-08-05,2021-08-06,2021-09-17,2021-10-12,2021-11-23
641,W100640,SVP of Marketing,Permanent,Full Time,Female,Active,,12,Engineering,New York,Internal Transfer,2021-06-17,,,,2021-06-17,,,,
642,W100641,Product Manager,Permanent,Full Time,Female,Terminated,Involuntary,7,Operations,Remote,Internal Transfer,2011-04-15,2023-11-22,2017-06-08,6,2017-06-08,,,,
643,W100642,Senior Marketing Specialist,Permanent,Part Time,Female,Active,,6,Operations,San Francisco,Campus Recruiting,2023-02-17,,,,2023-02-17,,,,
644,W100643,Sales Associate,Permanent,Full Time,Female,Active,,4,Finance,Boston,Job Board,2017-11-20,,2020-03-08,3,2020-03-08,,,,
645,W100644,Junior Sales Associate,Contractor,Part Time,Female,Active,,2,Sales,Remote,Recruiter,2017-08-18,,2018-04-25,1,2018-04-25,,,,
646,W100645,Junior Marketing Specialist,Contractor,Part Time,Male,Active,,2,Sales,New York,Campus Recruiting,2012-02-22,,2022-12-13,1,2022-12-13,,,,
647,W100646,Data Scientist,Permanent,Full Time,Male,Active,,6,Sales,San Francisco,Job Board,2020-11-04,,,,2020-11-04,,,,
648,W100647,Senior Product Manager,Permanent,Full Time,Female,Active,,9,Product,Remote,Campus Recruiting,2017-08-04,,,,2017-08-04,,,,
649,W100648,SVP of Sales,Permanent,Full Time,Male,Active,,12,Operations,San Francisco,Job Board,2010-06-23,,2018-01-10,11,2018-01-10,,,,
650,W100649,Data Scientist,Contractor,Full Time,Female,Active,,6,Product,Chicago,Recruiter,2024-04-10,,,,2024-04-10,,,,
651,W100650,SVP of Marketing,Permanent,Full Time,Male,Active,,12,Product,San Francisco,Recruiter,2013-06-05,,,,2013-06-05,,,,
652,W100651,UX Designer,Contractor,Full Time,Female,Terminated,Voluntary,5,Marketing,Remote,Job Board,2019-07-23,2017-08-12,,4,2019-07-23,,,,
653,W100652,Data Scientist,Contractor,Full Time,Male,Active,,6,Product,Austin,Campus Recruiting,2020-04-12,,,5,2020-04-12,,,,
654,W100653,Data Scientist,Permanent,Full Time,Male,Active,,6,Operations,Boston,Campus Recruiting,2016-01-09,,2021-10-01,5,2021-10-01,,,,
655,W100654,Engineering Manager,Permanent,Part Time,Male,Active,,7,IT,San Francisco,Referral,2017-03-25,,2020-02-28,6,2020-02-28,,,,
656,W100655,Product Manager,Permanent,Part Time,Female,Active,,7,Product,Boston,Internal Transfer,2015-06-10,,2018-09-21,6,2018-09-21,2022-08-11,2022-09-22,,
657,W100656,CFO,Permanent,Full Time,Female,Active,,13,Finance,Boston,Campus Recruiting,2016-06-26,,2017-01-24,12,2017-01-24,,,,
658,W100657,Vice President of Engineering,Permanent,Full Time,Female,Active,,11,Operations,Austin,Internal Transfer,2016-06-13,,2023-02-11,10,2023-02-11,,,,
659,W100658,Vice President of Engineering,Permanent,Full Time,Female,Active,,11,Engineering,Remote,Job Board,2010-02-13,,,,2010-02-13,,,,
660,W100659,Sales Manager,Contractor,Part Time,Female,Active,,7,Sales,Boston,Job Board,2010-05-07,,2016-08-11,6,2016-08-11,,,2020-12-21,2021-02-01
661,W100660,Junior Software Engineer,Permanent,Full Time,Female,Active,,2,Sales,Boston,Recruiter,2023-08-08,,,1,2023-08-08,,,,
662,W100661,Marketing Manager,Permanent,Full Time,Female,Terminated,Voluntary,7,Operations,Austin,Job Board,2011-03-25,2022-08-08,,,2011-03-25,,,,
663,W100662,CTO,Permanent,Full Time,Female,Active,,13,Sales,New York,Campus Recruiting,2018-12-14,,,12,2018-12-14,,,,
664,W100663,UX Designer,Permanent,Full Time,Female,Terminated,Voluntary,5,HR,San Francisco,Campus Recruiting,2022-09-27,2018-02-18,,4,2022-09-27,,,,
665,W100664,Sales Manager,Contractor,Part Time,Male,Active,,7,Finance,Remote,Campus Recruiting,2017-10-26,,,6,2017-10-26,,,,
666,W100665,Marketing Specialist,Contractor,Full Time,Female,Active,,4,IT,New York,Job Board,2023-08-22,,,3,2024-03-25,,,,
667,W100666,Vice President of Marketing,Permanent,Full Time,Female,Active,,11,HR,Boston,Referral,2019-01-09,,,,2019-01-09,,,,
668,W100667,Product Manager,Contractor,Part Time,Male,Active,,7,HR,Austin,Campus Recruiting,2013-07-06,,,,2013-07-06,,,,
669,W100668,Junior Sales Associate,Permanent,Part Time,Female,Active,,2,Product,San Francisco,Campus Recruiting,2018-05-22,,2021-09-11,1,2021-09-11,,,,
670,W100669,CEO,Permanent,Full Time,Female,Active,,14,Sales,Austin,Recruiter,2018-08-12,,,13,2024-08-22,,,,
671,W100670,Senior Marketing Specialist,Permanent,Part Time,Female,Active,,6,Operations,Remote,Referral,2024-11-19,,,5,2024-11-19,,,,
672,W100671,Senior Data Analyst,Contractor,Part Time,Female,Active,,5,Finance,Boston,Internal Transfer,2017-01-07,,,,2017-01-07,2020-02-21,2020-04-03,,
673,W100672,Marketing Manager,Contractor,Part Time,Female,Active,,7,Operations,New York,Internal Transfer,2016-01-13,,,,2016-01-13,,,,
674,W100673,Marketing Manager,Permanent,Full Time,Male,Active,,7,HR,Chicago,Referral,2011-07-08,,2015-05-27,6,2015-05-27,,,,
675,W100674,SVP of Marketing,Permanent,Full Time,Female,Active,,12,HR,Austin,Internal Transfer,2015-04-21,,2020-02-11,11,2020-02-11,,,,
676,W100675,CEO,Permanent,Full Time,Female,Active,,14,Sales,Boston,Internal Transfer,2015-03-25,,,,2015-03-25,,,,
677,W100676,Senior Sales Associate,Contractor,Full Time,Male,Active,,6,Finance,Boston,Recruiter,2021-11-18,,,5,2021-11-18,,,,
678,W100677,Data Analyst,Contractor,Part Time,Female,Active,,3,Marketing,New York,Recruiter,2019-05-27,,,,2019-05-27,,,,
679,W100678,Senior Sales Associate,Permanent,Part Time,Female,Active,,6,Sales,Remote,Internal Transfer,2020-07-22,,,5,2020-07-22,,,,
680,W100679,Software Engineer,Permanent,Full Time,Male,Active,,4,Sales,Austin,Internal Transfer,2024-08-01,,,3,2024-08-01,,,2023-12-24,2024-02-04
681,W100680,Vice President of Engineering,Permanent,Full Time,Female,Active,,11,Product,Chicago,Campus Recruiting,2012-12-20,,2023-07-06,10,2023-07-06,,,,
682,W100681,Senior Software Engineer,Permanent,Part Time,Female,Terminated,Voluntary,6,Engineering,Austin,Internal Transfer,2012-06-16,2022-07-27,2020-09-13,5,2020-09-13,,,,
683,W100682,Senior Product Manager,Permanent,Full Time,Female,Active,,9,HR,New York,Campus Recruiting,2013-11-12,,2023-07-02,8,2023-07-02,,,,
684,W100683,Junior Sales Associate,Permanent,Part Time,Female,Active,,2,Sales,Remote,Recruiter,2018-10-23,,,,2025-01-19,,,,
685,W100684,SVP of Engineering,Permanent,Full Time,Female,Active,,12,HR,Austin,Referral,2014-05-09,,,,2024-11-04,,,,
686,W100685,Junior Software Engineer,Contractor,Part Time,Female,Active,,2,Finance,San Francisco,Job Board,2016-08-19,,2017-06-27,1,2017-06-27,,,,
687,W100686,Vice President of Engineering,Permanent,Full Time,Female,Active,,11,Sales,Remote,Referral,2014-04-17,,2022-02-10,10,2022-02-10,,,,
688,W100687,SVP of Sales,Permanent,Full Time,Female,Active,,12,HR,Boston,Internal Transfer,2019-01-09,,,11,2019-01-09,2021-02-25,2021-04-08,,
689,W100688,SVP of Marketing,Permanent,Full Time,Female,Active,,12,HR,Boston,Campus Recruiting,2021-10-13,,2023-07-25,11,2023-07-25,,,,
690,W100689,Senior UX Designer,Permanent,Full Time,Female,Active,,7,IT,Remote,Campus Recruiting,2021-02-05,,,,2023-07-04,,,,
691,W100690,Director of Sales,Permanent,Full Time,Female,Active,,9,IT,San Francisco,Campus Recruiting,2021-07-06,,2023-05-16,8,2023-05-16,,,,
692,W100691,COO,Permanent,Full Time,Male,Active,,13,Finance,San Francisco,Recruiter,2022-04-11,,,12,2022-04-11,,,,
693,W100692,Data Scientist,Permanent,Full Time,Female,Active,,6,Operations,New York,Recruiter,2023-12-25,,,5,2023-12-25,,,,
694,W100693,COO,Permanent,Full Time,Male,Active,,13,IT,Chicago,Referral,2019-04-04,,2019-05-08,12,2019-05-08,,,,
695,W100694,CEO,Permanent,Full Time,Male,Active,,14,Operations,Boston,Referral,2011-09-11,,,,2011-09-11,,,,
696,W100695,Senior Sales Associate,Permanent,Full Time,Female,Terminated,Voluntary,6,HR,Remote,Internal Transfer,2020-12-16,2021-04-12,,5,2020-12-16,,,,
697,W100696,Director of Sales,Permanent,Full Time,Female,Active,,9,Engineering,Chicago,Job Board,2012-01-01,,,,2012-01-01,,,,
698,W100697,Senior Data Analyst,Contractor,Part Time,Female,Active,,5,HR,San Francisco,Referral,2019-10-19,,,,2019-10-19,,,,
699,W100698,SVP of Marketing,Permanent,Full Time,Female,Active,,12,HR,Boston,Referral,2022-06-07,,,11,2022-06-07,,,,
700,W100699,Marketing Specialist,Permanent,Full Time,Female,Terminated,Involuntary,4,Marketing,Remote,Campus Recruiting,2013-12-18,2021-02-06,,,2013-12-18,,,2023-02-21,2023-04-04
701,W100700,Marketing Specialist,Contractor,Part Time,Male,Active,,4,HR,San Francisco,Campus Recruiting,2023-01-08,,,,2024-12-05,,,,
702,W100701,Senior Data Scientist,Permanent,Full Time,Male,Active,,8,Product,Boston,Internal Transfer,2019-04-10,,2023-05-07,7,2023-05-07,,,,
703,W100702,CTO,Permanent,Full Time,Female,Active,,13,Marketing,Remote,Referral,2014-07-25,,2024-10-10,12,2024-10-10,,,,
704,W100703,Director of Marketing,Permanent,Full Time,Female,Active,,9,HR,Chicago,Campus Recruiting,2023-03-11,,,,2023-03-11,2020-03-31,2020-05-12,,
705,W100704,CMO,Permanent,Full Time,Female,Active,,13,Sales,Remote,Job Board,2013-03-22,,2015-08-28,12,2015-08-28,,,,
706,W100705,Product Manager,Contractor,Full Time,Female,Active,,7,HR,Boston,Campus Recruiting,2024-07-15,,,6,2023-09-12,,,,
707,W100706,Senior Product Manager,Permanent,Full Time,Female,Active,,9,Operations,San Francisco,Job Board,2022-10-20,,,8,2024-04-30,,,,
708,W100707,CTO,Permanent,Full Time,Male,Active,,13,Operations,Austin,Referral,2022-10-01,,,12,2022-10-01,,,,
709,W100708,Vice President of Marketing,Permanent,Full Time,Male,Active,,11,HR,Boston,Campus Recruiting,2010-01-22,,2018-04-09,10,2018-04-09,,,,
710,W100709,Vice President of Sales,Permanent,Full Time,Male,Active,,11,IT,Austin,Campus Recruiting,2010-09-21,,2016-10-18,10,2016-10-18,,,,
711,W100710,Junior Software Engineer,Contractor,Full Time,Male,Active,,2,Finance,Remote,Job Board,2023-01-04,,,,2023-04-14,,,,
712,W100711,Senior UX Designer,Permanent,Part Time,Male,Active,,7,Finance,Chicago,Job Board,2021-09-14,,2021-12-05,6,2021-12-05,,,,
713,W100712,Engineering Manager,Contractor,Full Time,Male,Terminated,Involuntary,7,Operations,Boston,Referral,2023-08-01,2016-02-09,,,2023-03-30,,,,
714,W100713,Vice President of Marketing,Permanent,Full Time,Female,Active,,11,Sales,Remote,Recruiter,2021-08-17,,,10,2021-08-17,,,,
715,W100714,Data Scientist,Contractor,Full Time,Female,Active,,6,Marketing,Austin,Internal Transfer,2017-07-24,,2021-05-01,5,2021-05-01,,,,
716,W100715,SVP of Engineering,Permanent,Full Time,Female,Active,,12,Product,Austin,Campus Recruiting,2022-12-28,,,,2022-12-28,,,,
717,W100716,Senior Marketing Specialist,Permanent,Part Time,Female,Active,,6,Finance,Boston,Internal Transfer,2013-02-04,,,,2023-10-14,,,,
718,W100717,CTO,Permanent,Full Time,Male,Terminated,Involuntary,13,Marketing,Chicago,Recruiter,2014-09-15,2021-02-19,,,2014-09-15,,,,
719,W100718,Data Scientist,Permanent,Part Time,Male,Terminated,Voluntary,6,Sales,Remote,Internal Transfer,2019-02-11,2022-11-24,2022-02-16,5,2022-02-16,,,,
720,W100719,CTO,Permanent,Full Time,Female,Terminated,Voluntary,13,HR,San Francisco,Internal Transfer,2019-01-28,2022-04-19,,,2019-01-28,2020-05-20,2020-07-01,2024-12-27,2025-02-07
721,W100720,UX Designer,Contractor,Part Time,Female,Active,,5,IT,New York,Campus Recruiting,2019-02-26,,,,2019-02-26,,,,
722,W100721,SVP of Marketing,Permanent,Full Time,Female,Active,,12,Product,Boston,Recruiter,2021-02-18,,,11,2021-02-18,,,,
723,W100722,Data Analyst,Contractor,Part Time,Female,Terminated,Voluntary,3,Marketing,Boston,Referral,2023-03-14,2024-04-09,2023-09-03,2,2023-09-03,,,,
724,W100723,COO,Permanent,Full Time,Female,Active,,13,Marketing,San Francisco,Job Board,2021-08-15,,,12,2021-08-15,,,,
725,W100724,Marketing Specialist,Contractor,Part Time,Male,Active,,4,Engineering,Boston,Internal Transfer,2017-05-25,,,,2017-05-25,,,,
726,W100725,Vice President of Sales,Permanent,Full Time,Female,Active,,11,Finance,Remote,Referral,2021-07-14,,,10,2024-08-23,,,,
727,W100726,UX Designer,Permanent,Part Time,Male,Terminated,Involuntary,5,HR,Remote,Job Board,2011-08-05,2022-04-17,,,2011-08-05,,,,
728,W100727,Senior Sales Associate,Contractor,Part Time,Female,Active,,6,IT,Remote,Recruiter,2025-01-25,,,5,2023-11-21,,,,
729,W100728,Marketing Specialist,Contractor,Part Time,Female,Active,,4,HR,Austin,Recruiter,2020-12-04,,,3,2023-05-27,,,,
730,W100729,Marketing Manager,Contractor,Part Time,Female,Active,,7,Product,Boston,Internal Transfer,2023-04-01,,,6,2023-04-01,,,,
731,W100730,Engineering Manager,Permanent,Full Time,Female,Active,,7,Operations,Austin,Campus Recruiting,2019-10-24,,,,2019-10-24,,,,
732,W100731,COO,Permanent,Full Time,Male,Terminated,Voluntary,13,Finance,Remote,Internal Transfer,2020-11-06,2019-07-07,,12,2020-11-06,,,,
733,W100732,CMO,Permanent,Full Time,Female,Terminated,Voluntary,13,Marketing,Boston,Internal Transfer,2017-10-03,2018-08-18,,,2017-10-03,,,,
734,W100733,Senior Software Engineer,Permanent,Part Time,Female,Active,,6,Operations,Boston,Campus Recruiting,2011-12-12,,2015-01-24,5,2015-01-24,,,,
735,W100734,Vice President of Engineering,Permanent,Full Time,Female,Active,,11,Finance,San Francisco,Recruiter,2016-12-19,,,,2016-12-19,,,,
736,W100735,Product Manager,Contractor,Full Time,Female,Active,,7,Sales,Austin,Referral,2013-12-28,,2023-08-20,6,2023-08-20,2024-12-03,2025-01-14,,
737,W100736,CIO,Permanent,Full Time,Male,Terminated,Voluntary,13,Product,San Francisco,Job Board,2021-02-25,2020-03-22,2021-11-13,12,2021-11-13,,,,
738,W100737,Engineering Manager,Permanent,Full Time,Male,Active,,7,Sales,New York,Recruiter,2010-06-22,,,,2010-06-22,,,,
739,W100738,CEO,Permanent,Full Time,Female,Terminated,Voluntary,14,IT,Chicago,Recruiter,2011-07-11,2021-12-08,2020-01-17,13,2020-01-17,,,,
740,W100739,Senior Data Analyst,Permanent,Full Time,Male,Active,,5,Finance,Chicago,Campus Recruiting,2014-06-25,,2017-09-17,4,2017-09-17,,,2024-12-05,2025-01-16
741,W100740,Engineering Manager,Contractor,Full Time,Male,Active,,7,Sales,Chicago,Campus Recruiting,2019-05-12,,,6,2023-12-25,,,,
742,W100741,Junior Software Engineer,Contractor,Part Time,Female,Active,,2,Finance,Remote,Recruiter,2011-05-16,,2023-04-01,1,2023-04-01,,,,
743,W100742,SVP of Sales,Permanent,Full Time,Male,Terminated,Involuntary,12,Engineering,San Francisco,Job Board,2023-08-26,2017-05-23,,11,2023-08-26,,,,
744,W100743,CEO,Permanent,Full Time,Male,Active,,14,HR,Chicago,Campus Recruiting,2013-11-14,,,,2024-12-27,,,,
745,W100744,Sales Associate,Contractor,Full Time,Female,Terminated,Voluntary,4,Finance,Chicago,Internal Transfer,2014-11-25,2016-01-18,2023-08-06,3,2023-08-06,,,,
746,W100745,Vice President of Sales,Permanent,Full Time,Female,Active,,11,HR,New York,Internal Transfer,2010-03-07,,,,2010-03-07,,,,
747,W100746,Marketing Specialist,Contractor,Full Time,Male,Active,,4,Marketing,Chicago,Recruiter,2021-09-28,,,,2024-05-03,,,,
748,W100747,Junior Software Engineer,Permanent,Full Time,Male,Active,,2,Operations,San Francisco,Recruiter,2020-01-09,,2022-12-18,1,2022-12-18,,,,
749,W100748,Marketing Manager,Contractor,Full Time,Female,Active,,7,Product,Chicago,Recruiter,2019-10-24,,,6,2019-10-24,,,,
750,W100749,Director of Marketing,Permanent,Full Time,Male,Active,,9,Finance,Austin,Internal Transfer,2022-08-17,,,8,2022-08-17,,,,
751,W100750,Senior UX Designer,Permanent,Full Time,Female,Active,,7,Marketing,New York,Recruiter,2020-02-14,,,6,2024-03-28,,,,
752,W100751,Director of Marketing,Permanent,Full Time,Male,Terminated,Voluntary,9,Product,Remote,Job Board,2022-06-04,2019-06-02,,,2022-06-04,2022-03-22,2022-05-03,,
753,W100752,CMO,Permanent,Full Time,Female,Active,,13,Product,Remote,Recruiter,2014-05-06,,2019-07-05,12,2019-07-05,,,,
754,W100753,Sales Manager,Contractor,Part Time,Male,Terminated,Involuntary,7,HR,San Francisco,Recruiter,2023-04-12,2022-05-13,,,2023-04-12,,,,
755,W100754,UX Designer,Contractor,Full Time,Female,Active,,5,Operations,Chicago,Campus Recruiting,2015-12-03,,2020-11-11,4,2020-11-11,,,,
756,W100755,Director of Sales,Permanent,Full Time,Male,Active,,9,Engineering,New York,Recruiter,2010-03-25,,2019-10-08,8,2019-10-08,,,,
757,W100756,Vice President of Engineering,Permanent,Full Time,Male,Active,,11,Finance,New York,Referral,2010-11-27,,2024-08-16,10,2024-08-16,,,,
